Study.ID	Cross.ID	Env.ID	Usable	File	Source	Study.name	Genus	spL.name	spS.name	species.pair	taxa	sex.det	hetero.males	trait.type	trait	Parents.spLF.spL	Parents.sp.spL	Parents.spLF.hybLS	Parents.sp.hybSL	Parents.spSF.hybSL	Parents.sp.hybLS	Parents.spSF.spS	Parents.sp.spS	lnL.lnS	divergence	Mn.spL	SD.spL	SE.spL	Mn.hybLS	SD.hybLS	SE.hybLS	Mn.hybSL	SD.hybSL	SE.hybSL	Mn.spS	SD.spS	SE.spS	N.spL	N.hybLS	N.hybSL	N.spS	reps.spL	reps.hybLS	reps.hybSL	reps.spS	Bottleneck.spLF	Bottleneck.sp	Bottleneck.spSF	Bottleneck.sp.1	Survival.spL	Survival.hybLS	Survival.hybSL	Survival.spS	surv.relat.hybLS	surv.relat.hybSL	surv.File	surv.Source	surv.Study.name	comments	parentals	ES.ID	sex	lnCVR.es.LS.L	lnCVR.es.SL.L	lnCVR.es.LS.S	lnCVR.es.SL.S	lnCVR.sv.corT.LS.L	lnCVR.sv.corT.SL.L	lnCVR.sv.corT.LS.S	lnCVR.sv.corT.SL.S	lnCVR.sv.corF.LS.L	lnCVR.sv.corF.SL.L	lnCVR.sv.corF.LS.S	lnCVR.sv.corF.SL.S
s002	parallelus_localityA	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	0.31197122273624	EL	NA	NA	NA	NA	NA	NA	NA	NA	-0.120591813848591	NA	3.04	0.498397431775085	NA	3.18571428571429	0.451753951452626	NA	2.80769230769231	0.426905751554204	NA	2.225	0.263391343821319	NA	10	7	13	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES020	male	-0.117301374311737	-0.0892288246080335	0.192481899011681	0.220554448715385	0.0909454174088471	0.0614378269721433	0.107618327254002	0.0781028430434961	0.0966743209848049	0.0673651173664374	0.114418318869483	0.0851091152511155
s002	parallelus_localityB	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	0.31197122273624	EL	NA	NA	NA	NA	NA	NA	NA	NA	-0.0985870665581437	NA	3.04	0.498397431775085	NA	2.63333333333333	0.188561808316413	NA	2.91818181818182	0.324228263638673	NA	2.14166666666667	0.562669727479827	NA	10	3	11	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES021	male	-0.633920476743175	-0.394608826856002	-1.07167223671344	-0.832360586826265	0.246404524064342	0.0712742003098319	0.220828018120735	0.0457701429387237	0.252171932567009	0.0771615531863329	0.225802672920379	0.0507922935397037
s002	parallelus_localityA	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	0.31197122273624	NS	NA	NA	NA	NA	NA	NA	NA	NA	-0.2157750446176	NA	13.9	2.6153393661244	NA	15.6666666666667	2.03442593595562	NA	13.8846153846154	1.64262742338943	NA	12	1.5	NA	10	6	13	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES022	male	-0.326382210533413	-0.477878287585216	0.0825643568270058	-0.0689317202247977	0.102419530906649	0.0617933047648326	0.109280263262799	0.0686936897696579	0.108986980222408	0.06848206590483	0.115011045227872	0.0745061309102936
s002	parallelus_localityB	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	0.31197122273624	NS	NA	NA	NA	NA	NA	NA	NA	NA	-0.248457323950512	NA	13.9	2.6153393661244	NA	12.1666666666667	0.471404520791032	NA	13.6818181818182	1.19226154987309	NA	12.7	2.48193472919817	NA	10	3	11	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES023	male	-1.38579925154461	-0.775276427018344	-1.38900839894998	-0.778485574423707	0.260889765224435	0.0713300843163896	0.240185735148726	0.0506377660303551	0.267415886811979	0.077989440569741	0.243673608329822	0.0542471620875837
s002	parallelus_localityA	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	0.31197122273624	SL	NA	NA	NA	NA	NA	NA	NA	NA	-0.223891479897929	NA	0.227	0.0124899959967968	NA	0.212142857142857	0.0174963553055941	NA	0.206538461538462	0.02741312258647	NA	0.19875	0.0264279681398325	NA	10	7	13	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES024	male	0.432532480439784	0.866668300745144	-0.465737644376419	-0.0316018240710592	0.11485324747679	0.0764332095232547	0.116069441501532	0.0775834223956798	0.116804113042817	0.078587794631405	0.123563222345937	0.0853469039345249
s002	parallelus_localityB	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	0.31197122273624	SL	NA	NA	NA	NA	NA	NA	NA	NA	-0.150530869309224	NA	0.227	0.0124899959967968	NA	0.218333333333333	0.0205480466765633	NA	0.216818181818182	0.0224896670488236	NA	0.175	0.0284375746535093	NA	10	3	11	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES025	male	0.731209395523069	0.628463289228844	-0.318909683467841	-0.421655789762065	0.248395458707893	0.0853963038776048	0.214149519158936	0.0513018977622974	0.250480904651418	0.0875322671644329	0.217601373753898	0.0546527362669129
s002	parallelus_localityA	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	0.31197122273624	COR	NA	NA	NA	NA	NA	NA	NA	NA	-0.106542676992876	NA	3.5	3.273	NA	3.31818181818182	3.12989430461645	NA	3.25	3.074110950518	NA	2.5	2.40743672035217	NA	14	11	12	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES026	male	0.0201766822134569	0.0184097212996418	-0.137356267057306	-0.139123227971121	0.0142379898240821	0.013712391936013	0.0241677281904523	0.0226552055703352	0.0372284387496614	0.0383339400574388	0.140073705701821	0.141179207009598
s002	parallelus_localityB	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	0.31197122273624	COR	NA	NA	NA	NA	NA	NA	NA	NA	0.138835400722664	NA	3.5	3.273	NA	3	2.82624652931135	NA	2.5	2.36147317971481	NA	1.63333333333333	1.49742835109619	NA	14	2	11	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES027	male	0.468931662436982	0.0215893556211766	0.491496654472224	0.0441543476564187	0.0398850521271681	0.0142443459937587	0.0339070378569431	0.0118572749512145	0.0658934440488267	0.0390613962305248	0.0681550354386592	0.0413229876203573
s002	parallelus_localityA	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	-3.199364454444	RL	NA	NA	NA	NA	NA	NA	NA	NA	-0.230809215572632	NA	4.01428571428572	0.279941684889506	NA	3.75454545454545	0.172487872372821	NA	3.74285714285714	0.154523626091314	NA	3.55714285714286	0.349927106111883	NA	21	11	14	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES028	male	-0.392362184196068	-0.510762604860795	-0.794740841712651	-0.913141262377378	0.0647901802109897	0.0549830909783487	0.108049368365047	0.0981984473308556	0.0659185982412641	0.0561669591009344	0.114371873994899	0.10462023485457
s002	parallelus_localityB	NA	y	ButlinHewitt_BiolJLinnSoc.1988	Fig1	Butlin&Hewitt_1988	Chorthippus	Chorthippus_parallelus_eythropus	Chorthippus_parallelus_parallelus	Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus	Orthoptera	X0	0.31197122273624	-3.199364454444	RL	NA	NA	NA	NA	NA	NA	NA	NA	-0.212869761420013	NA	4.01428571428572	0.279941684889506	NA	3.91111111111111	0.194047213295255	NA	3.7	0.244948974278318	NA	3.44814814814815	0.228311629739592	NA	21	18	16	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES029	male	-0.336030129548627	-0.0436714516569796	-0.278413187399452	0.013945490492195	0.0462563059194106	0.0483493462399468	0.041615481617428	0.0436804663765923	0.0473766369841675	0.0495638766147018	0.0426821667521772	0.0448694063827115
