"Study.ID"	"Cross.ID"	"Env.ID"	"Usable"	"File"	"Source"	"Study.name"	"Genus"	"spL.name"	"spS.name"	"species.pair"	"taxa"	"sex.det"	"hetero.males"	"trait.type"	"trait"	"Mn.spL"	"SD.spL"	"SE.spL"	"Mn.hybLS"	"SD.hybLS"	"SE.hybLS"	"Mn.hybSL"	"SD.hybSL"	"SE.hybSL"	"Mn.spS"	"SD.spS"	"SE.spS"	"Parents.spLF.spL"	"Parents.sp.spL"	"Parents.spLF.hybLS"	"Parents.sp.hybSL"	"Parents.spSF.hybSL"	"Parents.sp.hybLS"	"Parents.spSF.spS"	"Parents.sp.spS"	"lnL.lnS"	"divergence"	"N.spL"	"N.hybLS"	"N.hybSL"	"N.spS"	"reps.spL"	"reps.hybLS"	"reps.hybSL"	"reps.spS"	"Bottleneck.spLF"	"Bottleneck.sp"	"Bottleneck.spSF"	"Bottleneck.sp.1"	"Survival.spL"	"Survival.hybLS"	"Survival.hybSL"	"Survival.spS"	"surv.relat.hyb"	"surv.File"	"surv.Source"	"surv.Study.name"	"comments"	"parentals"	"ES.ID"	"sex"	"lnCVR.es"	"lnCVR.sv.corT"	"lnCVR.sv.corF"	"comparison"	"comp.ID"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_texensis"	"Gryllus_rubens"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Pulse duty cycle"	0.44	0.08	NA	0.48	0.08	NA	0.46	0.08	NA	0.43	0.06	NA	NA	NA	12	12	12	12	NA	NA	-0.287251163868385	-0.695224376631898	44	28	22	73	NA	NA	NA	NA	NA	NA	NA	NA	43.8	52.4	69.1	76.5	0.512231792442923	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES003"	"male"	-0.0322701457380545	0.0207949144676443	0.0223586792899158	"SL.L"	"comp.11"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_texensis"	"Gryllus_rubens"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Pulse duty cycle"	0.44	0.08	NA	0.48	0.08	NA	0.46	0.08	NA	0.43	0.06	NA	NA	NA	12	12	12	12	NA	NA	-0.287251163868385	-0.695224376631898	44	28	22	73	NA	NA	NA	NA	NA	NA	NA	NA	43.8	52.4	69.1	76.5	0.512231792442923	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES003"	"male"	0.237105871021327	0.0186120381010253	0.0196954029881752	"SL.S"	"comp.12"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_texensis"	"Gryllus_rubens"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Trill rate"	1.28	0.39	NA	0.68	0.35	NA	0.59	0.25	NA	0.28	0.15	NA	NA	NA	12	12	12	12	NA	NA	0.575606644066865	-0.695224376631898	44	28	22	73	NA	NA	NA	NA	NA	NA	NA	NA	43.8	52.4	69.1	76.5	0.146548496696866	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES004"	"male"	0.531199585645052	0.00657305491788055	0.00894676681144393	"LS.L"	"comp.13"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_texensis"	"Gryllus_rubens"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Trill rate"	1.28	0.39	NA	0.68	0.35	NA	0.59	0.25	NA	0.28	0.15	NA	NA	NA	12	12	12	12	NA	NA	0.575606644066865	-0.695224376631898	44	28	22	73	NA	NA	NA	NA	NA	NA	NA	NA	43.8	52.4	69.1	76.5	0.146548496696866	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES004"	"male"	-0.0284312605396252	0.00300420899890784	0.00628420270465691	"LS.S"	"comp.14"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_texensis"	"Gryllus_rubens"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Trill rate"	1.28	0.39	NA	0.68	0.35	NA	0.59	0.25	NA	0.28	0.15	NA	NA	NA	12	12	12	12	NA	NA	0.575606644066865	-0.695224376631898	44	28	22	73	NA	NA	NA	NA	NA	NA	NA	NA	43.8	52.4	69.1	76.5	0.512231792442923	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES004"	"male"	0.341988615585232	0.00919759033857317	0.0119736813873459	"SL.L"	"comp.15"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_texensis"	"Gryllus_rubens"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Trill rate"	1.28	0.39	NA	0.68	0.35	NA	0.59	0.25	NA	0.28	0.15	NA	NA	NA	12	12	12	12	NA	NA	0.575606644066865	-0.695224376631898	44	28	22	73	NA	NA	NA	NA	NA	NA	NA	NA	43.8	52.4	69.1	76.5	0.512231792442923	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES004"	"male"	-0.217642230599445	0.00554830874084722	0.00931111728055889	"SL.S"	"comp.16"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_rubens"	"Gryllus_texensis"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Trill duty cycle"	0.78	0.1	NA	0.71	0.1	NA	0.73	0.14	NA	0.62	0.11	NA	NA	NA	12	12	12	12	NA	NA	-0.168164379392867	-0.695224376631898	73	22	28	44	NA	NA	NA	NA	NA	NA	NA	NA	76.5	69.1	52.4	43.8	0.512231792442923	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES005"	"male"	0.110894029013355	0.0205125401114835	0.0211213631636103	"LS.L"	"comp.17"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_rubens"	"Gryllus_texensis"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Trill duty cycle"	0.78	0.1	NA	0.71	0.1	NA	0.73	0.14	NA	0.62	0.11	NA	NA	NA	12	12	12	12	NA	NA	-0.168164379392867	-0.695224376631898	73	22	28	44	NA	NA	NA	NA	NA	NA	NA	NA	76.5	69.1	52.4	43.8	0.512231792442923	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES005"	"male"	-0.218674054967769	0.0224557571267412	0.0242202181684575	"LS.S"	"comp.18"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_rubens"	"Gryllus_texensis"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Trill duty cycle"	0.78	0.1	NA	0.71	0.1	NA	0.73	0.14	NA	0.62	0.11	NA	NA	NA	12	12	12	12	NA	NA	-0.168164379392867	-0.695224376631898	73	22	28	44	NA	NA	NA	NA	NA	NA	NA	NA	76.5	69.1	52.4	43.8	0.146548496696866	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES005"	"male"	0.414295696236487	0.0150537881079466	0.0158051317261421	"SL.L"	"comp.19"
"s001"	NA	NA	"y"	"Blankers-2015-JEB"	"table1"	"Blankers.et.al_2015"	"Gryllus"	"Gryllus_rubens"	"Gryllus_texensis"	"Gryllus_rubens_Gryllus_texensis"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"Trill duty cycle"	0.78	0.1	NA	0.71	0.1	NA	0.73	0.14	NA	0.62	0.11	NA	NA	NA	12	12	12	12	NA	NA	-0.168164379392867	-0.695224376631898	73	22	28	44	NA	NA	NA	NA	NA	NA	NA	NA	76.5	69.1	52.4	43.8	0.146548496696866	"Cade_1989_Gryllus.mortality"	"table1"	NA	NA	NA	"ES005"	"male"	0.0847276122553628	0.0169634227980723	0.0189039867309893	"SL.S"	"comp.20"
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EI"	14.96	3.09586821424944	NA	12.5	1.89736659610103	NA	11.6	2.32163735324878	NA	9.18888888888889	1.58636162645109	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0195483832198299	NA	10	7	12	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES006"	"male"	-0.282172359617717	0.0846623486062087	0.0918717241031468	"LS.L"	"comp.21"
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EI"	14.96	3.09586821424944	NA	12.5	1.89736659610103	NA	11.6	2.32163735324878	NA	9.18888888888889	1.58636162645109	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0195483832198299	NA	10	7	12	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES006"	"male"	-0.107876472406143	0.0923371912643048	0.10102553495551	"LS.S"	"comp.22"
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EI"	14.96	3.09586821424944	NA	12.5	1.89736659610103	NA	11.6	2.32163735324878	NA	9.18888888888889	1.58636162645109	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0195483832198299	NA	10	7	12	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES006"	"male"	-0.0435218315711492	0.0550174818638798	0.0625511713752308	"SL.L"	"comp.23"
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EI"	14.96	3.09586821424944	NA	12.5	1.89736659610103	NA	11.6	2.32163735324878	NA	9.18888888888889	1.58636162645109	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0195483832198299	NA	10	7	12	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES006"	"male"	0.130774055640425	0.0626322014124722	0.0717049822275936	"SL.S"	"comp.24"
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EI"	14.96	3.09586821424944	NA	12.7666666666667	1.74610678049451	NA	11.74	2.94998305079877	NA	10.788	2.47035544001263	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.112034367292217	NA	10	3	10	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES007"	"male"	-0.219692966131587	0.209987843734591	0.217366992329616	"LS.L"	"comp.25"
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EI"	14.96	3.09586821424944	NA	12.7666666666667	1.74610678049451	NA	11.74	2.94998305079877	NA	10.788	2.47035544001263	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.112034367292217	NA	10	3	10	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES007"	"male"	-0.286209965939595	0.189657409960625	0.194198951469739	"LS.S"	"comp.26"
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EI"	14.96	3.09586821424944	NA	12.7666666666667	1.74610678049451	NA	11.74	2.94998305079877	NA	10.788	2.47035544001263	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.112034367292217	NA	10	3	10	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES007"	"male"	0.194109194625057	0.0557045976340491	0.0634674579194967	"SL.L"	"comp.27"
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EI"	14.96	3.09586821424944	NA	12.7666666666667	1.74610678049451	NA	11.74	2.94998305079877	NA	10.788	2.47035544001263	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.112034367292217	NA	10	3	10	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES007"	"male"	0.127592194817049	0.0354849276430091	0.0402994170596194	"SL.S"	"comp.28"
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SI"	15.1375	11.2491874706576	NA	0.5	NA	NA	9.7	6.22825216252521	NA	11.875	6.64473475768597	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.160575174529457	NA	8	1	10	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES008"	"male"	NA	NA	NA	"LS.L"	"comp.29"
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SI"	15.1375	11.2491874706576	NA	0.5	NA	NA	9.7	6.22825216252521	NA	11.875	6.64473475768597	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.160575174529457	NA	8	1	10	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES008"	"male"	NA	NA	NA	"LS.S"	"comp.30"
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SI"	15.1375	11.2491874706576	NA	0.5	NA	NA	9.7	6.22825216252521	NA	11.875	6.64473475768597	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.160575174529457	NA	8	1	10	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES008"	"male"	-0.162023952039047	0.00905334564964425	0.0430562017935054	"SL.L"	"comp.31"
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SI"	15.1375	11.2491874706576	NA	0.5	NA	NA	9.7	6.22825216252521	NA	11.875	6.64473475768597	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.160575174529457	NA	8	1	10	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES008"	"male"	0.0931359863484794	0.0152355382630638	0.0601007877912637	"SL.S"	"comp.32"
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SI"	15.1375	11.2491874706576	NA	10.425	10.2530483272049	NA	6.93055555555555	5.62480589514204	NA	11.4291666666667	11.0768872658342	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.138516120151809	NA	8	3	9	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES009"	"male"	0.458818927700671	0.0286669081182389	0.0630315791680641	"LS.L"	"comp.33"
