"ES.ID","lnRR.es","lnRR.sv","SMD.es","SMD.sv","cross","Study.ID","Study.name","Source","Cross.ID","Genus","spL.name","spS.name","species.pair","homologous","trait.type","trait","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Pheno.divergence","Reciprocal","Distribution","Source_distribution","taxa","souce_sex.determinaton","sex.determination","Hetero.sex","Genet.divergence","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals"
"ES004",0.745332933730515,0.0120925537692108,1.73163546675192,0.0749350776426536,"hybSL","s001","Blankers.et.al_2015","table1","Gryllus_rubens_Gryllus_texensis","Gryllus","Gryllus_texensis","Gryllus_rubens","Gryllus_rubens_Gryllus_texensis","Yes","sound","Trill rate",1.28,0.39,NA,0.68,0.35,NA,0.59,0.25,NA,0.28,0.15,NA,NA,NA,"12","12","12","12",NA,NA,44,28,22,73,NA,NA,NA,NA,1.65611958664142,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.04575749056068,"43.8","52.4","69.099999999999994","76.5",-0.137934851093691,0.138713288352936,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA
"ES004",1.51982575374441,0.00604124144592603,3.72946877282652,0.0958658059731828,"spL","s001","Blankers.et.al_2015","table1","Gryllus_rubens_Gryllus_texensis","Gryllus","Gryllus_texensis","Gryllus_rubens","Gryllus_rubens_Gryllus_texensis","Yes","sound","Trill rate",1.28,0.39,NA,0.68,0.35,NA,0.59,0.25,NA,0.28,0.15,NA,NA,NA,"12","12","12","12",NA,NA,44,28,22,73,NA,NA,NA,NA,1.65611958664142,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.04575749056068,"43.8","52.4","69.099999999999994","76.5",-0.137934851093691,0.138713288352936,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA
"ES005",0.135545491996224,0.00161709761809186,0.832604618078619,0.0734335640154988,"hybLS","s001","Blankers.et.al_2015","table1","Gryllus_rubens_Gryllus_texensis","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis","Yes","sound","Trill duty cycle",0.78,0.1,NA,0.71,0.1,NA,0.73,0.14,NA,0.62,0.11,NA,NA,NA,"12","12","12","12",NA,NA,73,22,28,44,NA,NA,NA,NA,-0.331214278781757,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.04575749056068,"76.5","69.099999999999994","52.4","43.8",0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA
"ES005",0.1633250561033,0.00202896789775928,0.88869458392791,0.0639261283269946,"hybSL","s001","Blankers.et.al_2015","table1","Gryllus_rubens_Gryllus_texensis","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis","Yes","sound","Trill duty cycle",0.78,0.1,NA,0.71,0.1,NA,0.73,0.14,NA,0.62,0.11,NA,NA,NA,"12","12","12","12",NA,NA,73,22,28,44,NA,NA,NA,NA,-0.331214278781757,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.04575749056068,"76.5","69.099999999999994","52.4","43.8",0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA
"ES005",0.2295744416445,0.000940558910624887,1.53058216524772,0.0464373633966283,"spL","s001","Blankers.et.al_2015","table1","Gryllus_rubens_Gryllus_texensis","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis","Yes","sound","Trill duty cycle",0.78,0.1,NA,0.71,0.1,NA,0.73,0.14,NA,0.62,0.11,NA,NA,NA,"12","12","12","12",NA,NA,73,22,28,44,NA,NA,NA,NA,-0.331214278781757,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.04575749056068,"76.5","69.099999999999994","52.4","43.8",0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA
"ES006",0.307733619614829,0.0066030133834323,1.81286470973383,0.356670705711952,"hybLS","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EI",14.96,3.09586821424944,NA,12.5,1.89736659610103,NA,11.6,2.32163735324878,NA,9.18888888888889,1.58636162645109,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,12,9,NA,NA,NA,NA,0.0658832052858886,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES006",0.233010073418893,0.006649624843712,1.13201803467987,0.224955511845408,"hybSL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EI",14.96,3.09586821424944,NA,12.5,1.89736659610103,NA,11.6,2.32163735324878,NA,9.18888888888889,1.58636162645109,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,12,9,NA,NA,NA,NA,0.0658832052858886,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES006",0.487384947852905,0.0075941279216151,2.20335054683225,0.338867785643373,"spL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EI",14.96,3.09586821424944,NA,12.5,1.89736659610103,NA,11.6,2.32163735324878,NA,9.18888888888889,1.58636162645109,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,12,9,NA,NA,NA,NA,0.0658832052858886,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES007",0.16840320224101,0.00833289017950439,0.793009421257116,0.38456304658695,"hybLS","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EI",14.96,3.09586821424944,NA,12.7666666666667,1.74610678049451,NA,11.74,2.94998305079877,NA,10.788,2.47035544001263,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,10,25,NA,NA,NA,NA,-0.181236570057167,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES007",0.0845674091224669,0.00841145087639932,0.356398253855364,0.141814567362159,"hybSL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EI",14.96,3.09586821424944,NA,12.7666666666667,1.74610678049451,NA,11.74,2.94998305079877,NA,10.788,2.47035544001263,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,10,25,NA,NA,NA,NA,-0.181236570057167,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES007",0.326945567268848,0.00638001913627086,1.53499491292309,0.173660134038568,"spL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EI",14.96,3.09586821424944,NA,12.7666666666667,1.74610678049451,NA,11.74,2.94998305079877,NA,10.788,2.47035544001263,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,10,25,NA,NA,NA,NA,-0.181236570057167,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES008",-0.202309464411368,0.0934116144617828,-0.322251235783028,0.269911849759282,"hybSL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SI",15.1375,11.2491874706576,NA,0.5,NA,NA,9.7,6.22825216252521,NA,11.875,6.64473475768597,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,10,6,NA,NA,NA,NA,-0.310936151023388,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES008",0.242739758958506,0.121214908867148,0.317980254869371,0.295277789612623,"spL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SI",15.1375,11.2491874706576,NA,0.5,NA,NA,9.7,6.22825216252521,NA,11.875,6.64473475768597,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,10,6,NA,NA,NA,NA,-0.310936151023388,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES009",-0.0919617999107495,0.361565590790472,-0.0884104078627863,0.375144748152194,"hybLS","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SI",15.1375,11.2491874706576,NA,10.425,10.2530483272049,NA,6.93055555555555,5.62480589514204,NA,11.4291666666667,11.0768872658342,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,9,24,NA,NA,NA,NA,-0.251995019383183,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES009",-0.500228590860152,0.112325107641278,-0.440643719298753,0.155719700313497,"hybSL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SI",15.1375,11.2491874706576,NA,10.425,10.2530483272049,NA,6.93055555555555,5.62480589514204,NA,11.4291666666667,11.0768872658342,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,9,24,NA,NA,NA,NA,-0.251995019383183,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES009",0.281006541283596,0.108168657147865,0.32514230623785,0.168318502905818,"spL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SI",15.1375,11.2491874706576,NA,10.425,10.2530483272049,NA,6.93055555555555,5.62480589514204,NA,11.4291666666667,11.0768872658342,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,9,24,NA,NA,NA,NA,-0.251995019383183,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES010",0.32132043160061,0.0829724767818632,0.52516928718821,0.172182722270782,"hybLS","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","ES",59.4444444444444,25.434495871688,NA,43.6666666666667,18.5711843695788,NA,60.7142857142857,12.9362644830535,NA,31.6666666666667,26.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,7,10,NA,NA,NA,NA,0.28520611611959,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES010",0.650914416936671,0.0773995451203132,1.24076705972364,0.288136639812885,"hybSL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","ES",59.4444444444444,25.434495871688,NA,43.6666666666667,18.5711843695788,NA,60.7142857142857,12.9362644830535,NA,31.6666666666667,26.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,7,10,NA,NA,NA,NA,0.28520611611959,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES010",0.629777566627354,0.09125554491783,1.01673961870013,0.238315307222545,"spL","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","ES",59.4444444444444,25.434495871688,NA,43.6666666666667,18.5711843695788,NA,60.7142857142857,12.9362644830535,NA,31.6666666666667,26.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,7,10,NA,NA,NA,NA,0.28520611611959,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES011",0.501210165066548,0.0818575884996089,0.875905451388806,0.209176004237011,"hybLS","s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","ES",44.1666666666667,25.3174292182722,NA,52.2727272727273,18.1363066756909,NA,31.6666666666667,9.42809041582063,NA,31.6666666666667,26.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,3,10,NA,NA,NA,NA,-0.172364334308747,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
