"Study.ID"	"Cross.ID"	"Env.ID"	"Usable"	"File"	"Source"	"Study.name"	"Genus"	"spL.name"	"spS.name"	"species.pair"	"taxa"	"sex.det"	"hetero.males"	"trait.type"	"trait"	"Mn.spL"	"SD.spL"	"SE.spL"	"Mn.hybLS"	"SD.hybLS"	"SE.hybLS"	"Mn.hybSL"	"SD.hybSL"	"SE.hybSL"	"Mn.spS"	"SD.spS"	"SE.spS"	"Parents.spLF.spL"	"Parents.sp.spL"	"Parents.spLF.hybLS"	"Parents.sp.hybSL"	"Parents.spSF.hybSL"	"Parents.sp.hybLS"	"Parents.spSF.spS"	"Parents.sp.spS"	"lnL.lnS"	"divergence"	"N.spL"	"N.hybLS"	"N.hybSL"	"N.spS"	"reps.spL"	"reps.hybLS"	"reps.hybSL"	"reps.spS"	"Bottleneck.spLF"	"Bottleneck.sp"	"Bottleneck.spSF"	"Bottleneck.sp.1"	"Survival.spL"	"Survival.hybLS"	"Survival.hybSL"	"Survival.spS"	"surv.relat.hybLS"	"surv.relat.hybSL"	"surv.File"	"surv.Source"	"surv.Study.name"	"comments"	"parentals"	"ES.ID"	"sex"	"SMD.recip.es"	"SMD.recip.sv"	"lnRR.recip.es"	"lnRR.recip.sv"
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"ES"	44.1666666666667	25.3174292182722	NA	52.2727272727273	18.1363066756909	NA	31.6666666666667	9.42809041582063	NA	31.6666666666667	26.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.108713882507154	NA	10	11	3	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES011"	"male"	1.13463297591116	0.470220709600461	0.501210165066548	30.5249710177021
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SH"	5.95454545454545	4.63903666260839	NA	9.21428571428571	5.3375833406484	NA	2.35714285714286	2.89968330431206	NA	4.15384615384615	12.6217151095916	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0929107159670853	NA	11	14	14	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES012"	"male"	1.54988174691287	0.185752382668102	1.36330484289519	4.66202042415829
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SH"	7.36666666666667	5.07937003968012	NA	7.91666666666667	5.52959210872637	NA	4.78571428571429	5.03457433905889	NA	4.15384615384615	12.6217151095916	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0297648005966693	NA	30	12	7	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES013"	"male"	0.557901373852483	0.23438136942591	0.503334952036832	6.2462942326663
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EH"	200	120.332871651931	NA	194.285714285714	83.6416066760254	NA	108.571428571429	102.738026264944	NA	63.0769230769231	66.4928701076133	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.364703101017299	NA	10	14	14	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES014"	"male"	0.888297754009499	0.156947730353184	0.581921545449716	612.369226072138
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EH"	181.333333333333	123.281070007614	NA	223.076923076923	116.842077206446	NA	77.1428571428571	73.6234212955722	NA	63.0769230769231	66.4928701076133	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.308221865213348	NA	30	13	7	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES015"	"male"	1.33809103175642	0.264542410011894	1.06185766801002	3040.30589434886
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"COH"	4.98	5.9337677743572	NA	7.85714285714286	6.97554035651046	NA	6.42857142857143	5.03508101387917	NA	2.5	3.90803368367358	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.096753716088835	NA	25	14	14	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES016"	"male"	0.227988372500479	0.143785333892775	0.200670695462152	3.95122924997537
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"COH"	4.98	5.9337677743572	NA	3.5	4.89897948556636	NA	10.1923076923077	8.60576385904431	NA	3.76666666666667	4.61109772421082	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.139534765368653	NA	25	8	13	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES017"	"male"	-0.861401166746501	0.219590028591463	-1.06887031946937	33.853434482813
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"COD"	60.4615384615385	13.8153503511653	NA	51.6	7.2	NA	58.2857142857143	17.9181813946002	NA	44.4	11.7575507653593	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.122512925479243	NA	13	10	14	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES018"	"male"	-0.444440462073287	0.175543724018736	-0.121835352861332	2.60634463877817
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"COD"	60.4615384615385	13.8153503511653	NA	66	9.79795897113271	NA	55.0909090909091	11.9503103455673	NA	43.5	14.6201915172134	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.110707986337931	NA	13	3	11	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES019"	"male"	0.878733610574625	0.45182002275505	0.180670028755481	1.94076806069037
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EL"	3.04	0.498397431775085	NA	3.18571428571429	0.451753951452626	NA	2.80769230769231	0.426905751554204	NA	2.225	0.263391343821319	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.120591813848591	NA	10	7	13	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES020"	"male"	0.831548504946274	0.237067042682179	0.126313626283851	0.000856129772870136
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"EL"	3.04	0.498397431775085	NA	2.63333333333333	0.188561808316413	NA	2.91818181818182	0.324228263638673	NA	2.14166666666667	0.562669727479827	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0985870665581437	NA	10	3	11	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES021"	"male"	-0.871744236225233	0.45138306757785	-0.102710286532735	0.000513880988674844
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"NS"	13.9	2.6153393661244	NA	15.6666666666667	2.03442593595562	NA	13.8846153846154	1.64262742338943	NA	12	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.2157750446176	NA	10	6	13	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES022"	"male"	0.963299495148344	0.268009372993771	0.120753892730551	0.0105073378567272
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"NS"	13.9	2.6153393661244	NA	12.1666666666667	0.471404520791032	NA	13.6818181818182	1.19226154987309	NA	12.7	2.48193472919817	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.248457323950512	NA	10	3	11	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES023"	"male"	-1.28303534990008	0.48303455671004	-0.117367839470222	0.00408521974320504
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SL"	0.227	0.0124899959967968	NA	0.212142857142857	0.0174963553055941	NA	0.206538461538462	0.02741312258647	NA	0.19875	0.0264279681398325	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.223891479897929	NA	10	7	13	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES024"	"male"	0.218557439514312	0.220974403639396	0.0267732527000555	0.00000181003481500545
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"SL"	0.227	0.0124899959967968	NA	0.218333333333333	0.0205480466765633	NA	0.216818181818182	0.0224896670488236	NA	0.175	0.0284375746535093	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.150530869309224	NA	10	3	11	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES025"	"male"	0.0639418298704824	0.424388444156967	0.00696381644306876	0.00000215951734861607
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"COR"	3.5	3.273	NA	3.31818181818182	3.12989430461645	NA	3.25	3.074110950518	NA	2.5	2.40743672035217	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.106542676992876	NA	14	11	12	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES026"	"male"	0.021192090585409	0.17425218738815	0.0207619914484296	1.49267964280059
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	0.31197122273624	"COR"	3.5	3.273	NA	3	2.82624652931135	NA	2.5	2.36147317971481	NA	1.63333333333333	1.49742835109619	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138835400722664	NA	14	2	11	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES027"	"male"	0.193143210812427	0.592343871673819	0.182321556793955	2.35474143639486
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	-3.199364454444	"RL"	4.01428571428572	0.279941684889506	NA	3.75454545454545	0.172487872372821	NA	3.74285714285714	0.154523626091314	NA	3.55714285714286	0.349927106111883	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.230809215572632	NA	21	11	14	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES028"	"male"	0.0695189633787936	0.162434320063048	0.00311796545687804	0.00000806766871739191
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	-3.199364454444	"RL"	4.01428571428572	0.279941684889506	NA	3.91111111111111	0.194047213295255	NA	3.7	0.244948974278318	NA	3.44814814814815	0.228311629739592	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.212869761420013	NA	21	18	16	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES029"	"male"	0.939533786897542	0.131036786977938	0.0554886856176529	0.0000189879340895525
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	-3.199364454444	"NP"	146.428571428571	14.2380156073581	NA	133.333333333333	10.6718737290547	NA	119.285714285714	9.03507902905251	NA	112.142857142857	10.3015750727543	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.146726195311421	NA	21	12	14	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES030"	"male"	1.38536955998161	0.191670535871975	0.11133068264433	0.090241855541481
"s002"	"parallelus_localityB"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	-3.199364454444	"NP"	146.428571428571	14.2380156073581	NA	126.5	9.63068014212911	NA	106.25	17.9843682124227	NA	94.2592592592593	11.1971973761711	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0465819426161545	NA	21	20	16	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES031"	"male"	1.41960150618306	0.14048983939385	0.174447500363049	0.327724255638989
"s002"	"parallelus_localityA"	NA	"y"	"ButlinHewitt_BiolJLinnSoc.1988"	"Fig1"	"Butlin&Hewitt_1988"	"Chorthippus"	"Chorthippus_parallelus_eythropus"	"Chorthippus_parallelus_parallelus"	"Chorthippus_parallelus_eythropus_Chorthippus_parallelus_parallelus"	"Orthoptera"	"X0"	0.31197122273624	-3.199364454444	"PD"	36.5294117647059	3.10819877967598	NA	34.3333333333333	2.10818510677892	NA	31.3636363636364	2.22680885707562	NA	30.2	3.91918358845308	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.190818245817289	NA	17	9	11	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ES032"	"male"	1.30761775670097	0.244766806961194	0.0904675553285346	0.00417673804936167
